Dates,Spot A,Vol A,Spot B,Vol B,Spot C,Vol C
2013-05-01 00:00:00,15.689,28.098,190.6794,17.866,48.01,22.276
2013-05-02 00:00:00,15.911,27.807,193.3156,17.661,48.08,22.21
2013-05-03 00:00:00,16.071,27.039,195.3406,17.26,47.57,22.52
2013-05-06 00:00:00,16.454,26.293,193.6882,17.478,48.18,22.04
2013-05-07 00:00:00,16.381,26.358,194.5,17.291,49.14,21.49
2013-05-08 00:00:00,16.566,26.167,195.6367,17.225,49.76,21.372
2013-05-09 00:00:00,16.313,26.189,194.1275,17.281,49.04,21.787
2013-05-10 00:00:00,16.178,26.225,195.3024,17.418,48.96,22.009
2013-05-13 00:00:00,16.241,26.346,193.3921,17.484,49.67,21.85
2013-05-14 00:00:00,15.852,26.684,194.0989,17.591,50.23,21.829
2013-05-15 00:00:00,15.316,27.665,194.2039,17.771,51.09,21.771
2013-05-16 00:00:00,15.521,27.896,195.5125,17.879,50.97,21.976
2013-05-17 00:00:00,15.474,28.029,199.0944,18.021,52.3,21.895
2013-05-20 00:00:00,15.819,27.518,198.292,18.08,52.29,22.535
2013-05-21 00:00:00,15.702,27.918,199.295,18.206,53.02,22.904
2013-05-22 00:00:00,15.763,27.818,197.7094,18.767,53.63,23.248
2013-05-23 00:00:00,15.791,27.677,196.9166,18.84,53.35,23.478
2013-05-24 00:00:00,15.898,27.724,196.4963,18.898,53.66,23.242
2013-05-28 00:00:00,15.766,27.792,198.464,18.747,54.6,23.126
2013-05-29 00:00:00,15.891,27.813,198.5977,18.839,54.67,23.418
2013-05-30 00:00:00,16.128,27.742,199.9731,18.9,55.62,23.228
2013-05-31 00:00:00,16.062,27.728,198.6932,18.995,54.59,23.593
2013-06-03 00:00:00,16.097,28.27,199.5815,19.363,54.49,24.231
2013-06-04 00:00:00,16.047,28.393,196.9453,19.477,54.04,24.352
2013-06-05 00:00:00,15.897,28.527,193.6499,19.618,53.03,24.795
2013-06-06 00:00:00,15.659,28.796,194.6624,19.613,53.5,24.797
2013-06-07 00:00:00,15.779,28.83,197.0981,19.165,54.27,24.12
2013-06-10 00:00:00,15.675,28.952,195.8277,19.085,54.36,23.883
2013-06-11 00:00:00,15.629,28.722,194.8344,19.148,53.49,24.32
2013-06-12 00:00:00,15.435,28.707,192.179,19.56,53.18,24.633
2013-06-13 00:00:00,15.57,28.983,194.6338,19.483,54.17,24.181
2013-06-14 00:00:00,15.359,29.177,193.1342,19.491,53.13,24.582
2013-06-17 00:00:00,15.429,28.527,193.9365,19.349,53.85,24.365
2013-06-18 00:00:00,15.42,28.25,195.6844,19.097,54.11,24.156
2013-06-19 00:00:00,15.107,28.07,192.8858,19.093,53.55,24.047
2013-06-20 00:00:00,14.887,28.861,188.5016,19.775,52.48,25.002
2013-06-21 00:00:00,14.768,29.033,186.6964,20.717,51.96,25.017
2013-06-24 00:00:00,14.376,29.498,184.8624,20.641,50.92,25.376
2013-06-25 00:00:00,14.38,29.562,186.2379,20.135,52.08,24.891
2013-06-26 00:00:00,14.217,29.676,186.1233,20.011,52.5,24.563
2013-06-27 00:00:00,14.064,29.773,186.8778,19.623,53.15,24.178
2013-06-28 00:00:00,14.162,29.688,182.5414,20.637,52.79,24.293
2013-07-01 00:00:00,14.615,29.348,182.7038,20.567,52.49,24.111
2013-07-02 00:00:00,14.946,29.386,182.9139,20.72,52.8,24.029
2013-07-03 00:00:00,15.029,28.763,184.5854,20.546,52.77,24.197
2013-07-05 00:00:00,14.908,28.499,186.1901,20.257,53.99,23.55
2013-07-08 00:00:00,14.823,28.732,186.2379,20.149,54.7,23.447
2013-07-09 00:00:00,15.084,27.838,182.7229,19.952,54.89,23.115
2013-07-10 00:00:00,15.026,27.507,183.6303,19.729,54.83,22.968
2013-07-11 00:00:00,15.26,27.17,184.1556,19.53,55.14,22.256
2013-07-12 00:00:00,15.233,26.97,183.4583,19.681,54.97,22.249
2013-07-15 00:00:00,15.266,27.097,185.3018,19.329,54.89,22.413
2013-07-16 00:00:00,15.364,26.792,185.1585,19.454,55.01,22.192
2013-07-17 00:00:00,15.368,26.413,185.8272,19.547,55.27,22.296
2013-07-18 00:00:00,15.42,26.168,189.1129,18.643,56.37,21.85
2013-07-19 00:00:00,15.177,26.787,184.8624,18.892,56.16,21.447
2013-07-22 00:00:00,15.225,26.814,185.3878,18.827,56.56,21.447
2013-07-23 00:00:00,14.964,26.884,186.2379,18.756,56.67,21.216
2013-07-24 00:00:00,15.733,26.123,187.7948,18.745,56.63,21.358
2013-07-25 00:00:00,15.661,26.458,188.3774,18.706,56.5,21.732
2013-07-26 00:00:00,15.75,26.164,188.5016,18.739,56.05,21.917
2013-07-29 00:00:00,15.993,26.004,187.4127,18.839,55.69,22.516
2013-07-30 00:00:00,16.19,26.434,187.2217,18.899,55.33,22.317
2013-07-31 00:00:00,16.162,26.378,186.2952,18.685,55.73,21.742
2013-08-01 00:00:00,16.31,26.324,187.0307,18.54,56.54,21.641
2013-08-02 00:00:00,16.519,25.995,186.4098,18.617,56.49,21.495
2013-08-05 00:00:00,16.766,26.249,186.7346,18.687,56.1,21.51
2013-08-06 00:00:00,16.616,26.507,182.4268,19.042,55.49,21.626
2013-08-07 00:00:00,16.606,26.491,180.1057,19.223,55.3,21.706
2013-08-08 00:00:00,16.465,26.328,179.504,19.185,54.83,21.775
2013-08-09 00:00:00,16.23,26.347,179.3989,19.18,54.52,21.757
2013-08-12 00:00:00,16.691,26.592,180.612,19.083,54.09,21.927
2013-08-13 00:00:00,17.485,27.517,179.972,18.91,54.29,21.648
2013-08-14 00:00:00,17.804,27.478,179.1219,19.082,54.15,22.025
2013-08-15 00:00:00,17.783,28.143,177.4599,19.437,53.29,22.738
2013-08-16 00:00:00,17.94,27.922,177.0301,19.299,53.29,22.367
2013-08-19 00:00:00,18.134,28.125,175.9699,19.496,51.83,23.177
2013-08-20 00:00:00,17.895,28.144,176.2851,19.281,52.12,23.507
2013-08-21 00:00:00,17.941,28.476,176.5716,19.231,51.63,23.503
2013-08-22 00:00:00,17.963,28.222,176.8868,19.349,52.21,23.158
2013-08-23 00:00:00,17.894,28.086,177.1065,19.13,52.32,23.065
2013-08-26 00:00:00,17.963,28.258,176.457,19.187,51.8,22.957
2013-08-27 00:00:00,17.45,28.998,174.5467,19.868,50.6,23.756
2013-08-28 00:00:00,17.532,29.015,173.9927,19.947,50.58,23.811
2013-08-29 00:00:00,17.561,29.007,174.4512,19.829,50.7,23.597
2013-08-30 00:00:00,17.401,29.233,174.0977,20.267,50.53,24.056
2013-09-03 00:00:00,17.449,29.457,175.712,20.333,51.13,24.373
2013-09-04 00:00:00,17.81,29.577,174.9192,20.357,51.87,23.911
2013-09-05 00:00:00,17.688,29.816,175.8935,20.193,52.11,23.794
2013-09-06 00:00:00,17.794,30.283,174.8237,20.432,52.56,23.672
2013-09-09 00:00:00,18.078,30.178,176.6862,20.244,52.86,23.671
2013-09-10 00:00:00,17.666,29.196,178.2336,20.041,53.67,23.096
2013-09-11 00:00:00,16.704,30.16,182.1498,19.811,53.26,23.185
2013-09-12 00:00:00,16.882,30.104,182.1784,19.751,52.24,23.269
2013-09-13 00:00:00,16.604,30.038,183.5539,19.689,52.59,23.302
2013-09-16 00:00:00,16.076,30.367,184.4899,19.559,53.14,23.001
2013-09-17 00:00:00,16.261,30.035,183.5443,19.455,53.09,22.811
2013-09-18 00:00:00,16.596,30.186,185.703,19.229,53.41,22.519
2013-09-19 00:00:00,16.868,30.182,184.7192,19.178,52.75,22.954
2013-09-20 00:00:00,16.693,30.533,181.5003,19.401,52.8,22.362
2013-09-23 00:00:00,17.523,30.436,182.4268,19.286,51.46,23.16
2013-09-24 00:00:00,17.468,30.22,181.4525,19.377,50.32,23.43
2013-09-25 00:00:00,17.197,29.995,180.9749,19.387,51.7,23.161
2013-09-26 00:00:00,17.365,29.973,181.6913,19.456,51.89,23.214
2013-09-27 00:00:00,17.241,29.986,178.5393,19.742,52.24,22.919
2013-09-30 00:00:00,17.027,30.113,176.8773,19.909,51.69,23.129
2013-10-01 00:00:00,17.427,29.937,178.0235,19.901,51.96,22.912
2013-10-02 00:00:00,17.484,29.907,176.6671,20.138,52.09,23.357
2013-10-03 00:00:00,17.265,29.889,175.6165,20.276,51.94,24.089
2013-10-04 00:00:00,17.251,29.882,175.8457,20.321,52.67,23.655
2013-10-07 00:00:00,17.42,30.176,173.8494,20.394,51.83,24.051
2013-10-08 00:00:00,17.176,30.571,170.7069,21.068,50.87,25.325
2013-10-09 00:00:00,17.378,30.504,173.1903,21.279,50.75,24.892
2013-10-10 00:00:00,17.487,30.3,176.4857,20.844,52.52,24.02
2013-10-11 00:00:00,17.6,30.148,177.8133,20.152,52.51,23.618
2013-10-14 00:00:00,17.716,30.055,178.587,20.118,52.71,23.591
2013-10-15 00:00:00,17.81,29.607,176.3806,20.423,52.31,23.872
2013-10-16 00:00:00,17.897,29.241,178.3578,20.226,54,22.988
2013-10-17 00:00:00,18.018,29.22,166.9913,19.824,54.21,22.641
2013-10-18 00:00:00,18.175,29.272,165.9884,19.725,54.3,22.354
2013-10-21 00:00:00,18.62,29.642,165.1096,19.542,54.27,22.558
2013-10-22 00:00:00,18.567,29.155,167.125,19.32,53.62,22.336
2013-10-23 00:00:00,18.749,29.913,167.8892,19.35,52.75,22.749
2013-10-24 00:00:00,18.997,29.841,169.8282,19.19,52.48,22.662
2013-10-25 00:00:00,18.784,29.814,168.9208,19.167,52.77,22.521
2013-10-28 00:00:00,18.924,29.631,169.3983,18.993,52.68,22.164
2013-10-29 00:00:00,18.453,29.139,173.9545,18.688,52.73,22.195
2013-10-30 00:00:00,18.746,28.914,172.0728,18.582,52.6,22.256
2013-10-31 00:00:00,18.668,28.68,171.1749,18.698,51.54,22.529
2013-11-01 00:00:00,18.572,29.046,171.194,18.612,52.51,22.469
2013-11-04 00:00:00,18.813,28.574,172.1874,18.517,52.04,22.557
2013-11-05 00:00:00,18.766,28.453,169.8759,18.803,51.95,22.601
2013-11-06 00:00:00,18.604,28.498,171.1558,18.679,52.1,22.302
2013-11-07 00:00:00,18.303,28.357,171.9295,18.767,51.65,22.268
2013-11-08 00:00:00,18.591,28.245,171.92,18.849,53.96,21.563
2013-11-11 00:00:00,18.537,28.111,174.6804,18.405,54.1,21.571
2013-11-12 00:00:00,18.572,28.231,174.8619,18.651,53.97,21.571
2013-11-13 00:00:00,18.594,28.206,175.3204,18.681,54.14,22.069
2013-11-14 00:00:00,18.863,28.239,174.0404,18.757,54.4,22.562
2013-11-15 00:00:00,18.75,28.012,174.9765,18.772,54.87,22.723
2013-11-18 00:00:00,18.522,27.882,176.1991,18.767,55.74,22.805
2013-11-19 00:00:00,18.555,27.769,176.9441,18.791,56.15,23.302
2013-11-20 00:00:00,18.393,27.606,176.8868,18.739,56.1,23.358
2013-11-21 00:00:00,18.612,27.417,175.8743,18.773,57.22,23.095
2013-11-22 00:00:00,18.564,27.4,173.1712,19.095,57.46,23.284
2013-11-25 00:00:00,18.705,27.123,170.917,19.141,57.65,23.032
2013-11-26 00:00:00,19.05,27.034,169.3601,19.285,57.17,23.404
2013-11-27 00:00:00,19.499,26.904,170.9457,19.141,57.48,23.5
2013-11-29 00:00:00,19.86,27.411,171.6239,19.193,57.22,23.693
2013-12-02 00:00:00,19.687,28.048,169.5225,19.243,56.98,23.765
2013-12-03 00:00:00,20.226,28.172,168.1853,19.425,56.86,24.07
2013-12-04 00:00:00,20.179,28.812,167.8605,19.806,57.19,24.042
2013-12-05 00:00:00,20.282,29.364,168.1853,20.138,55.82,24.27
2013-12-06 00:00:00,20.001,29.316,169.704,20.102,56.06,24.204
2013-12-09 00:00:00,20.23,28.898,169.5034,19.988,56.51,24.028
2013-12-10 00:00:00,20.198,28.778,169.1786,20.165,56.7,23.854
2013-12-11 00:00:00,20.049,29.127,167.3447,19.933,56.07,24.212
2013-12-12 00:00:00,20.019,29.248,165.5968,20.181,56.31,24.233
2013-12-13 00:00:00,19.801,29.511,165.0523,20.479,56.17,24.144
2013-12-16 00:00:00,19.911,29.528,169.8759,20.537,56.42,24.21
2013-12-17 00:00:00,19.821,29.453,167.8796,20.806,55.72,24.312
2013-12-18 00:00:00,19.67,30.207,170.6878,20.478,57.24,24.055
2013-12-19 00:00:00,19.445,29.555,172.1397,20.228,57.23,23.577
2013-12-20 00:00:00,19.608,29.573,171.9486,19.87,57.7,23.256
2013-12-23 00:00:00,20.36,29.129,174.0595,19.754,58.24,22.924
2013-12-24 00:00:00,20.274,29.129,175.0051,19.553,58.25,22.711
2013-12-26 00:00:00,20.139,29.029,177.0396,19.469,58.2,22.813
2013-12-27 00:00:00,20.003,28.852,176.7818,19.472,58.14,22.675
2013-12-30 00:00:00,19.804,28.854,178.0521,19.45,57.95,22.739
2013-12-31 00:00:00,20.036,28.698,179.1601,19.293,58.48,22.767
2014-01-02 00:00:00,19.755,28.949,177.2116,19.364,58.21,23.01
2014-01-03 00:00:00,19.321,29.341,178.2718,19.133,58.66,22.46
2014-01-06 00:00:00,19.426,29.094,177.6605,19.093,59,22.469
2014-01-07 00:00:00,19.287,28.715,181.2042,18.866,58.32,22.64
2014-01-08 00:00:00,19.409,28.125,179.5422,18.998,58.87,22.338
2014-01-09 00:00:00,19.161,27.615,178.9786,19.014,58.76,22.422
2014-01-10 00:00:00,19.034,27.476,178.864,18.912,58.49,22.26
2014-01-13 00:00:00,19.133,27.467,175.903,19.031,57.7,22.249
2014-01-14 00:00:00,19.514,27.254,177.5841,19.022,57.74,21.861
2014-01-15 00:00:00,19.906,27.249,179.3225,19.265,59.49,21.461
2014-01-16 00:00:00,19.795,27.333,180.2968,19.256,58.99,22.214
2014-01-17 00:00:00,19.31,28.311,181.5671,19.06,58.11,22.141
2014-01-21 00:00:00,19.61,27.804,179.9816,19.173,58.17,21.63
2014-01-22 00:00:00,19.697,27.41,174.0786,18.914,57.59,21.375
2014-01-23 00:00:00,19.864,27.224,174.5371,18.844,56.47,21.788
2014-01-24 00:00:00,19.503,27.534,171.5857,18.715,55.09,22.415
2014-01-27 00:00:00,19.661,27.63,169.9237,18.848,55.09,22.388
2014-01-28 00:00:00,18.089,26.276,168.9208,19.098,55.74,22.416
2014-01-29 00:00:00,17.884,25.378,168.4909,19.458,55.53,22.972
2014-01-30 00:00:00,17.849,25.061,169.4079,19.248,56,22.508
2014-01-31 00:00:00,17.879,24.818,168.7584,19.355,55.36,22.78
2014-02-03 00:00:00,17.912,25.248,165.1479,20.031,54.31,24.21
2014-02-04 00:00:00,18.171,24.929,165.0905,19.888,54.95,23.655
2014-02-05 00:00:00,18.307,24.968,166.4278,20.33,55.21,23.435
2014-02-06 00:00:00,18.304,25.005,166.8385,20.012,56.48,22.896
2014-02-07 00:00:00,18.56,25.322,169.3028,19.564,56.62,22.402
2014-02-10 00:00:00,18.893,24.696,169.1978,19.63,56.74,22.665
2014-02-11 00:00:00,19.141,25.032,171.643,19.132,57.43,22.13
2014-02-12 00:00:00,19.14,25.192,172.1588,18.988,57.52,22.067
2014-02-13 00:00:00,19.444,25.101,173.687,18.871,58.03,21.905
2014-02-14 00:00:00,19.428,24.925,175.4541,18.517,58.15,21.867
2014-02-18 00:00:00,19.5,24.938,174.9765,18.505,58.49,21.547
2014-02-19 00:00:00,19.192,24.761,174.7473,18.45,57.26,21.745
2014-02-20 00:00:00,18.97,24.828,175.9985,18.333,57.58,21.814
2014-02-21 00:00:00,18.759,25.468,174.5944,18.032,57.61,21.185
2014-02-24 00:00:00,18.841,24.986,175.2248,18.104,58.03,21.338
2014-02-25 00:00:00,18.645,24.93,175.0147,18.14,57.03,21.559
2014-02-26 00:00:00,18.477,25.006,175.8075,18.232,56.75,21.673
2014-02-27 00:00:00,18.845,25.023,176.9632,18.135,56.69,21.6
2014-02-28 00:00:00,18.794,24.726,176.8677,18.041,56.82,21.384
2014-03-03 00:00:00,18.849,24.749,175.9985,18.272,56.21,22.043
2014-03-04 00:00:00,18.973,24.444,178.0808,18,57.26,21.629
2014-03-05 00:00:00,19.013,24.397,178.7494,17.929,58.16,21.434
2014-03-06 00:00:00,18.955,24.222,179.227,18.005,58.9,21.252
2014-03-07 00:00:00,18.944,24.362,179.2652,18.172,59.4,21.016
2014-03-10 00:00:00,18.961,24.432,178.033,18.263,59.2,21.098
2014-03-11 00:00:00,19.146,24.373,178.3864,18.264,58.19,21.285
2014-03-12 00:00:00,19.165,24.491,177.8706,18.192,57.92,21.325
2014-03-13 00:00:00,18.952,24.68,175.6547,18.508,57.42,21.474
2014-03-14 00:00:00,18.739,24.92,174.0404,18.624,56.8,21.834
2014-03-17 00:00:00,18.812,24.598,177.479,18.592,57.58,21.545
2014-03-18 00:00:00,18.979,24.408,178.4342,18.386,58.06,21.311
2014-03-19 00:00:00,18.974,24.314,176.4283,18.5,58.3,21.094
2014-03-20 00:00:00,18.882,24.21,179.4753,18.368,60.11,21.057
2014-03-21 00:00:00,19.031,23.611,178.3005,18.288,60.17,20.328
2014-03-24 00:00:00,19.257,24.264,179.8096,18.182,61.07,20.789
2014-03-25 00:00:00,19.464,23.786,186.2952,18.327,60.93,20.806
2014-03-26 00:00:00,19.278,23.624,183.9837,18.258,59.9,21.207
2014-03-27 00:00:00,19.195,24.014,181.3188,18.625,59.92,21.37
2014-03-28 00:00:00,19.174,24.137,181.911,18.47,60.04,21.132
2014-03-31 00:00:00,19.169,23.807,183.8595,18.252,60.71,20.73
2014-04-01 00:00:00,19.345,23.623,185.7794,18.297,60.67,20.653
2014-04-02 00:00:00,19.377,23.443,184.872,18.335,60.48,20.791
2014-04-03 00:00:00,19.243,23.625,184.0506,18.394,60.66,20.721
2014-04-04 00:00:00,18.994,24.014,183.1718,18.502,59.81,20.977
2014-04-07 00:00:00,18.695,24.303,185.7985,18.832,59,21.564
2014-04-08 00:00:00,18.694,24.153,184.6236,18.721,58.85,21.758
2014-04-09 00:00:00,18.94,23.84,187.8234,18.58,59.27,21.479
2014-04-10 00:00:00,18.696,23.821,186.9065,18.873,57.4,21.978
2014-04-11 00:00:00,18.558,24.129,186.4385,19.28,55.3,22.37
2014-04-14 00:00:00,18.631,24.028,188.9028,18.935,54.96,22.336
2014-04-15 00:00:00,18.499,23.783,188.1864,18.942,54.8,22.472
2014-04-16 00:00:00,18.536,23.42,187.5942,19.265,55.26,21.947
2014-04-17 00:00:00,18.748,22.742,181.4907,18.44,55.22,21.748
2014-04-21 00:00:00,18.97,22.55,183.6494,17.872,55.03,21.571
2014-04-22 00:00:00,18.989,22.727,183.5348,17.788,55.81,20.853
2014-04-23 00:00:00,18.741,22.851,183.1336,17.859,56.05,20.559
2014-04-24 00:00:00,20.278,21.783,181.6913,17.949,56.19,20.329
2014-04-25 00:00:00,20.426,21.953,181.1277,18.058,55.7,20.691
2014-04-28 00:00:00,21.218,22.351,184.4804,18.19,55.49,21.282
2014-04-29 00:00:00,21.155,22.212,186.362,18.098,56.1,21.029
2014-04-30 00:00:00,21.075,22.245,187.6611,17.906,55.98,20.805
2014-05-01 00:00:00,21.124,22.373,184.8529,17.938,55.72,20.852
2014-05-02 00:00:00,21.164,22.13,182.8566,18.454,55.58,20.708
2014-05-05 00:00:00,21.463,22.514,182.6847,18.449,54.22,20.788
2014-05-06 00:00:00,21.229,22.245,181.5098,18.768,53.34,21.156
2014-05-07 00:00:00,21.155,22.314,180.8125,18.542,54.05,20.827
2014-05-08 00:00:00,21,22.287,180.44,18.222,54.36,20.547
2014-05-09 00:00:00,20.912,22.337,181.5576,18.388,54.01,20.641
2014-05-12 00:00:00,21.173,22.169,183.9359,18.124,54.65,20.177
2014-05-13 00:00:00,21.206,21.899,183.573,18.147,54.62,20.076
2014-05-14 00:00:00,21.21,21.962,180.2586,18.185,54.36,19.896
2014-05-15 00:00:00,21.029,22.087,178.0999,18.488,53.51,20.125
2014-05-16 00:00:00,21.34,22.313,178.673,18.354,53.31,19.949
2014-05-19 00:00:00,21.593,21.93,178.6157,18.172,53.83,19.4
2014-05-20 00:00:00,21.597,21.977,176.6003,18.083,53.72,19.259
2014-05-21 00:00:00,21.654,21.892,178.033,17.829,54.12,19.185
2014-05-22 00:00:00,21.688,22.102,177.3549,17.744,54.55,19.026
2014-05-23 00:00:00,21.933,22.187,177.6032,17.703,54.53,18.999
2014-05-27 00:00:00,22.344,22.656,176.4952,17.807,55.14,18.779
2014-05-28 00:00:00,22.286,22.841,174.8714,17.957,55.45,18.82
2014-05-29 00:00:00,22.692,23.275,175.5209,17.953,55.72,18.722
2014-05-30 00:00:00,22.607,23.571,176.094,17.93,55.57,18.825
2014-06-02 00:00:00,22.452,23.564,177.3644,18.116,55.35,18.974
2014-06-03 00:00:00,22.769,23.565,176.1036,18.111,55.6,19.182
2014-06-04 00:00:00,23.029,24.203,176.2373,18.129,55.68,19.092
2014-06-05 00:00:00,23.12,24.748,177.6414,18.107,56.63,18.921
2014-06-06 00:00:00,23.056,24.586,178.0139,18.194,56.97,18.792
2014-06-09 00:00:00,23.425,24.674,177.8706,18.185,57.42,19.571
2014-06-10 00:00:00,23.563,25.176,176.0272,18.322,57.9,19.025
2014-06-11 00:00:00,23.465,24.793,174.0786,18.466,57.27,19.405
2014-06-12 00:00:00,23.073,24.502,173.0948,18.587,57.04,19.421
2014-06-13 00:00:00,22.82,24.644,174.3747,18.579,57.04,19.495
2014-06-16 00:00:00,23.05,25.017,174.1742,18.644,56.87,19.593
2014-06-17 00:00:00,23.02,25.302,174.0882,18.59,57.42,19.347
2014-06-18 00:00:00,23.045,25.379,175.3681,18.347,57.78,19.249
2014-06-19 00:00:00,22.965,25.244,174.6231,18.517,57.3,19.293
2014-06-20 00:00:00,22.728,25.498,173.41,18.486,57.55,18.914
2014-06-23 00:00:00,22.708,25.078,173.9736,18.3,58.19,18.688
2014-06-24 00:00:00,22.57,24.977,172.7701,18.385,57.42,18.882
2014-06-25 00:00:00,22.59,25.225,172.6172,18.442,57.53,18.788
2014-06-26 00:00:00,22.725,25.166,172.2829,18.392,57.39,18.995
2014-06-27 00:00:00,22.995,25.348,173.5629,18.328,57.53,18.693
2014-06-30 00:00:00,23.233,25.798,173.1426,18.259,57.62,18.73
2014-07-01 00:00:00,23.38,25.277,177.9948,18.091,57.57,18.717
2014-07-02 00:00:00,23.37,25.357,179.9433,18.166,56.97,18.81
2014-07-03 00:00:00,23.508,25.271,180.0771,18.183,57.05,18.829
2014-07-07 00:00:00,23.992,25.269,179.609,18.186,56.67,18.903
2014-07-08 00:00:00,23.838,25.62,178.8258,18.392,55.76,19.471
2014-07-09 00:00:00,23.848,25.471,179.972,18.318,56.02,19.284
2014-07-10 00:00:00,23.759,25.433,179.2843,18.444,55.56,19.371
2014-07-11 00:00:00,23.805,25.454,179.5708,18.375,55.8,19.266
2014-07-14 00:00:00,24.113,25.236,181.3474,17.894,56.29,18.736
2014-07-15 00:00:00,23.83,25.384,180.0389,18.048,58.27,17.925
2014-07-16 00:00:00,23.695,25.33,183.7353,17.935,58.71,17.742
2014-07-17 00:00:00,23.272,26.062,183.8595,18.211,57.86,18.672
2014-07-18 00:00:00,23.608,25.624,183.8691,17.521,58.23,18.179
2014-07-21 00:00:00,23.485,25.624,182.293,17.56,58.24,18.384
2014-07-22 00:00:00,23.68,25.689,185.3878,17.399,58.67,18.259
2014-07-23 00:00:00,24.298,24.962,184.9484,17.416,59,18.27
2014-07-24 00:00:00,24.258,25.22,186.4862,17.755,59.17,18.563
2014-07-25 00:00:00,24.418,25.086,185.6839,17.69,59.01,18.549
2014-07-28 00:00:00,24.755,25.365,187.002,17.799,59.19,18.807
2014-07-29 00:00:00,24.595,25.543,185.8463,17.852,58.64,19.144
2014-07-30 00:00:00,24.538,25.569,185.3018,17.932,58.91,19.265
2014-07-31 00:00:00,23.9,26.638,183.0763,18.579,57.67,20.399
2014-08-01 00:00:00,24.033,27.083,180.6693,19.076,56.48,20.972
2014-08-04 00:00:00,23.898,27.246,181.1373,18.932,56.65,21.055
2014-08-05 00:00:00,23.78,27.535,178.7112,19.384,56.06,21.895
2014-08-06 00:00:00,23.74,27.749,177.6318,19.685,56.23,22.102
2014-08-07 00:00:00,23.62,28.275,176.0367,19.906,55.91,22.387
2014-08-08 00:00:00,23.685,28.119,178.2623,19.748,56.34,22.022
2014-08-11 00:00:00,23.998,27.962,179.0646,19.579,56.32,21.778
2014-08-12 00:00:00,23.993,27.588,178.9404,19.422,56.35,21.512
2014-08-13 00:00:00,24.31,27.189,179.5231,19.186,56.72,21.206
2014-08-14 00:00:00,24.375,26.494,179.4562,18.962,56.98,20.678
2014-08-15 00:00:00,24.495,26.786,178.9786,18.939,56.75,20.836
2014-08-18 00:00:00,24.79,26.44,180.8699,18.453,57.23,19.903
2014-08-19 00:00:00,25.133,25.861,181.548,18.18,57.56,19.556
2014-08-20 00:00:00,25.143,26.155,181.5767,18.218,57.64,19.712
2014-08-21 00:00:00,25.145,25.839,182.656,18.034,58.5,19.774
2014-08-22 00:00:00,25.33,25.766,181.8728,18.131,58.49,19.836
2014-08-25 00:00:00,25.385,25.866,182.5892,18.099,59.34,19.615
2014-08-26 00:00:00,25.222,25.827,184.3371,18.057,59.74,19.651
2014-08-27 00:00:00,25.533,25.809,183.6303,18.063,59.59,19.752
2014-08-28 00:00:00,25.563,25.466,183.3915,18.093,59.16,19.836
2014-08-29 00:00:00,25.625,25.486,183.678,18.104,59.45,19.639
2014-09-02 00:00:00,25.825,25.717,182.9712,18.261,59.67,19.823
2014-09-03 00:00:00,24.735,26.326,183.3437,18.199,59.7,19.601
2014-09-04 00:00:00,24.53,26.211,182.1307,18.227,59.71,19.717
2014-09-05 00:00:00,24.743,26.372,182.6274,18.165,59.91,19.641
2014-09-08 00:00:00,24.59,26.456,181.6149,18.326,59.89,19.753
2014-09-09 00:00:00,24.498,26.253,181.4716,18.45,59.06,20.027
2014-09-10 00:00:00,25.25,26.291,182.9521,18.312,59.22,19.986
2014-09-11 00:00:00,25.358,26.424,183.124,18.322,59.76,19.971
2014-09-12 00:00:00,25.415,26.84,182.7038,18.439,60.03,19.991
2014-09-15 00:00:00,25.408,26.923,183.21,18.452,59.94,20.007
2014-09-16 00:00:00,25.215,27.076,184.3084,18.367,59.99,19.915
2014-09-17 00:00:00,25.395,26.803,184.1556,18.158,60.31,19.678
2014-09-18 00:00:00,25.448,26.567,185.063,18.08,61.32,19.522
2014-09-19 00:00:00,25.24,26.533,185.3018,17.895,61.11,19.314
2014-09-22 00:00:00,25.265,26.527,184.4517,17.951,60.91,19.362
2014-09-23 00:00:00,25.66,26.161,183.0285,18.154,60.94,19.531
2014-09-24 00:00:00,25.438,26.154,183.6876,18.076,61.63,19.495
2014-09-25 00:00:00,24.468,27.027,180.5355,18.566,60.15,20
2014-09-26 00:00:00,25.188,26.512,181.5385,18.475,60.56,20.035
2014-09-29 00:00:00,25.028,26.688,181.1373,18.487,60.33,20.177
2014-09-30 00:00:00,25.188,26.235,181.3188,18.571,60.24,20.291
2014-10-01 00:00:00,24.795,27.02,178.778,19.188,59.77,20.689
2014-10-02 00:00:00,24.975,26.643,178.5297,19.221,58.84,20.903
2014-10-03 00:00:00,24.905,26.455,180.2108,18.773,60.3,20.386
2014-10-06 00:00:00,24.905,26.362,180.5642,18.782,60.18,20.524
2014-10-07 00:00:00,24.688,26.537,177.3835,19.419,59.27,21.093
2014-10-08 00:00:00,25.2,26.293,180.8699,18.973,60.4,20.888
2014-10-09 00:00:00,25.255,26.68,178.0617,19.628,59.08,21.894
2014-10-10 00:00:00,25.183,26.942,177.5936,19.897,58.52,22.676
2014-10-13 00:00:00,24.953,27.75,175.2917,20.868,58.16,22.727
2014-10-14 00:00:00,24.688,27.806,175.5591,20.644,57.99,22.97
2014-10-15 00:00:00,24.385,29.019,173.6011,21.266,55.53,24.951
