Dates,Spot A,Vol A,Spot B,Vol B,Spot C,Vol C
2016-04-14 00:00:00,28.025,25.866,144.3826,20.972,62.59,21.259
2016-04-15 00:00:00,27.463,26.172,144.9175,20.943,61.87,21.62
2016-04-18 00:00:00,26.87,26.273,145.6912,20.345,62.27,21.301
2016-04-19 00:00:00,26.728,26.508,137.5436,19.839,63.32,21.103
2016-04-20 00:00:00,26.783,25.465,139.559,19.652,64.24,20.727
2016-04-21 00:00:00,26.493,25.852,142.606,19.985,63.6,21.742
2016-04-22 00:00:00,26.42,25.693,141.8419,20.065,63.97,21.848
2016-04-25 00:00:00,26.27,25.758,142.138,20.165,63.6,22.178
2016-04-26 00:00:00,26.088,25.249,142.3958,20.053,63.93,22.015
2016-04-27 00:00:00,24.455,25.358,143.7235,20.077,64.11,21.667
2016-04-28 00:00:00,23.708,26.76,140.476,20.717,63.6,22.164
2016-04-29 00:00:00,23.435,27.222,139.3966,20.997,63.2,23.015
2016-05-02 00:00:00,23.41,26.918,138.7567,21.056,63.79,22.683
2016-05-03 00:00:00,23.795,27.002,137.6678,21.43,62.56,23.335
2016-05-04 00:00:00,23.548,27.522,137.7824,21.874,61.57,24.44
2016-05-05 00:00:00,23.31,27.99,139.9029,21.724,61.24,24.395
2016-05-06 00:00:00,23.18,27.929,140.6861,21.604,61.6,24.043
2016-05-09 00:00:00,23.198,27.588,140.7339,21.565,61.21,24.159
2016-05-10 00:00:00,23.355,27.291,143.2459,21.184,62.04,23.444
2016-05-11 00:00:00,23.128,27.075,142.2717,21.344,61.81,24.038
2016-05-12 00:00:00,22.585,27.484,142.1666,21.462,61.77,24.073
2016-05-13 00:00:00,22.63,27.479,141.0968,21.747,61.2,24.399
2016-05-16 00:00:00,23.47,26.963,142.7588,21.463,61.66,24.069
2016-05-17 00:00:00,23.373,26.963,141.3643,21.65,61.66,24.103
2016-05-18 00:00:00,23.64,26.545,140.7339,21.767,64.04,23.38
2016-05-19 00:00:00,23.55,26.37,138.4319,22.216,63.39,23.88
2016-05-20 00:00:00,23.805,26.011,140.6479,21.729,63.51,23.377
2016-05-23 00:00:00,24.108,26.136,140.1894,21.651,63.46,23.232
2016-05-24 00:00:00,24.475,25.664,141.6604,21.229,64.54,22.632
2016-05-25 00:00:00,24.905,25.402,144.8888,20.811,65.52,22.229
2016-05-26 00:00:00,25.103,25.342,145.6052,20.713,65.03,21.947
2016-05-27 00:00:00,25.088,25.594,145.9873,20.731,65.43,22.059
2016-05-31 00:00:00,24.965,25.377,146.8469,20.692,65.27,22.08
2016-06-01 00:00:00,24.615,25.564,145.6721,20.905,65.69,21.876
2016-06-02 00:00:00,24.43,25.576,146.6177,20.753,65.81,22.038
2016-06-03 00:00:00,24.48,25.579,146.035,20.762,64.64,22.164
2016-06-06 00:00:00,24.658,25.487,145.8822,20.777,65.28,21.646
2016-06-07 00:00:00,24.758,25.499,146.4553,20.782,65.06,21.46
2016-06-08 00:00:00,24.735,25.281,147.0953,20.85,65.25,21.805
2016-06-09 00:00:00,24.913,25.358,146.5413,21.125,64.75,22.322
2016-06-10 00:00:00,24.708,26.308,145.5383,21.816,63.84,23.455
2016-06-13 00:00:00,24.335,26.539,144.4972,21.502,63.27,24.381
2016-06-14 00:00:00,24.365,26.835,144.2871,22.378,62.08,25.415
2016-06-15 00:00:00,24.285,26.875,143.9241,21.57,61.97,24.752
2016-06-16 00:00:00,24.388,26.556,144.2871,22.71,62.22,25.092
2016-06-17 00:00:00,23.833,26.987,145.1754,21.89,62.28,24.554
2016-06-20 00:00:00,23.775,26.48,146.7227,21.36,62.37,23.767
2016-06-21 00:00:00,23.978,25.92,147.143,21.406,62.95,23.535
2016-06-22 00:00:00,23.888,26.074,146.0637,21.544,62.71,23.521
2016-06-23 00:00:00,24.025,25.554,148.3847,20.744,64.05,22.694
2016-06-24 00:00:00,23.35,26.652,140.0175,23.149,59.6,26.386
2016-06-27 00:00:00,23.01,26.981,137.066,24.303,57.61,28.065
2016-06-28 00:00:00,23.398,26.164,139.1674,23.06,59.52,25.565
2016-06-29 00:00:00,23.6,25.959,141.8036,21.917,61.2,24.562
2016-06-30 00:00:00,23.9,25.293,144.9748,21.48,62.14,23.59
2016-07-01 00:00:00,23.973,25.199,145.5192,21.149,61.26,23.899
2016-07-05 00:00:00,23.748,25.566,144.8793,21.542,59.55,25.593
2016-07-06 00:00:00,23.883,25.549,145.5383,21.595,60.19,25.177
2016-07-07 00:00:00,23.985,25.177,145.758,21.639,60.58,24.712
2016-07-08 00:00:00,24.17,24.801,147.5346,20.797,61.83,23.263
2016-07-11 00:00:00,24.245,24.581,148.3656,20.753,62.27,23.065
2016-07-12 00:00:00,24.355,24.629,149.999,20.574,63.2,22.349
2016-07-13 00:00:00,24.218,24.631,150.935,20.639,63.16,22.52
2016-07-14 00:00:00,24.698,24.497,153.0937,20.592,64.12,22.143
2016-07-15 00:00:00,24.695,24.631,152.6161,20.656,64.18,22.206
2016-07-18 00:00:00,24.958,24.54,152.6925,21.251,63.96,22.02
2016-07-19 00:00:00,24.968,24.791,152.4251,19.852,63.86,22.2
2016-07-20 00:00:00,24.99,24.789,154.1253,19.776,63.93,22.114
2016-07-21 00:00:00,24.858,24.775,153.2561,20.197,63.69,22.522
2016-07-22 00:00:00,24.665,24.699,154.8034,19.945,64.04,22.397
2016-07-25 00:00:00,24.335,24.785,155.3574,20.11,63.87,22.653
2016-07-26 00:00:00,24.168,24.224,154.8512,20.105,64.13,22.709
2016-07-27 00:00:00,25.738,23.986,154.5742,20.181,64.33,22.685
2016-07-28 00:00:00,26.085,24.128,154.1348,20.187,64.1,22.861
2016-07-29 00:00:00,26.053,24.09,153.4184,20.109,63.97,22.868
2016-08-01 00:00:00,26.513,24.179,154.2112,20.291,63.8,23.056
2016-08-02 00:00:00,26.12,24.776,153.3802,20.481,63.65,23.734
2016-08-03 00:00:00,26.448,24.411,153.4662,20.571,64.66,22.865
2016-08-04 00:00:00,26.468,24.082,154.3067,20.408,64.56,22.842
2016-08-05 00:00:00,26.87,24.148,156.1693,20.085,66.3,22.027
2016-08-08 00:00:00,27.093,24.201,154.7748,20.277,66.1,21.957
2016-08-09 00:00:00,27.203,24.025,154.5169,20.193,65.87,21.893
2016-08-10 00:00:00,27,23.928,154.813,20.082,65.28,21.994
2016-08-11 00:00:00,26.983,24.034,156.198,20.076,65.46,22.176
2016-08-12 00:00:00,27.045,24.011,154.6888,20.214,65.32,22.476
2016-08-15 00:00:00,27.37,23.878,154.6219,20.155,65.72,22.116
2016-08-16 00:00:00,27.345,23.821,153.4949,20.243,65.71,22.128
2016-08-17 00:00:00,27.305,23.698,153.2465,20.386,65.89,22.114
2016-08-18 00:00:00,27.27,23.724,154.1253,20.391,65.95,21.939
2016-08-19 00:00:00,27.34,23.531,152.8644,20.212,65.86,22.295
2016-08-22 00:00:00,27.128,23.667,152.8262,20.144,65.8,21.916
2016-08-23 00:00:00,27.213,23.641,153.0746,20.229,65.77,21.818
2016-08-24 00:00:00,27.008,23.897,151.9188,20.526,65.95,22.266
2016-08-25 00:00:00,26.893,23.973,151.5177,20.681,66.07,22.454
2016-08-26 00:00:00,26.735,24.006,151.2216,20.606,66.22,21.994
2016-08-29 00:00:00,26.705,24.04,152.5588,20.605,66.95,21.618
2016-08-30 00:00:00,26.5,24.046,152.2531,20.702,67.5,21.579
2016-08-31 00:00:00,26.525,24.322,151.7565,20.789,67.5,21.63
2016-09-01 00:00:00,26.683,24.306,152.3869,20.757,67.21,22.176
2016-09-02 00:00:00,26.933,24.096,152.3964,20.595,67.49,21.484
2016-09-06 00:00:00,26.925,24.24,153.1605,20.649,67.44,21.71
2016-09-07 00:00:00,27.09,24.061,154.3927,20.474,67.16,22
2016-09-08 00:00:00,26.38,24.469,151.8711,20.577,67.25,21.687
2016-09-09 00:00:00,25.783,25.339,148.7095,21.389,66.65,22.632
2016-09-12 00:00:00,26.36,24.958,151.1929,21.083,67.06,22.399
2016-09-13 00:00:00,26.988,24.907,148.8241,21.651,66.53,23.401
2016-09-14 00:00:00,27.943,25.048,147.143,21.887,66.4,23.579
2016-09-15 00:00:00,28.893,24.722,148.6808,21.439,66.64,22.888
2016-09-16 00:00:00,28.73,24.688,146.9424,21.696,65.82,23.281
2016-09-19 00:00:00,28.395,24.443,147.9262,21.484,66.19,22.926
2016-09-20 00:00:00,28.393,24.41,147.5251,21.416,66.46,22.7
2016-09-21 00:00:00,28.388,24.319,148.5567,20.991,66.84,22.351
2016-09-22 00:00:00,28.655,24.176,149.1107,20.735,67.39,21.79
2016-09-23 00:00:00,28.178,24.403,148.0313,20.728,67.25,21.892
2016-09-26 00:00:00,28.22,24.556,147.0762,20.988,65.78,23.223
2016-09-27 00:00:00,28.273,24.211,149.7411,20.569,66.36,22.676
2016-09-28 00:00:00,28.488,24.185,151.1929,20.373,66.71,22.222
2016-09-29 00:00:00,28.045,24.514,151.021,20.806,65.65,22.888
2016-09-30 00:00:00,28.263,24.09,151.7278,20.336,66.59,21.653
2016-10-03 00:00:00,28.13,24.163,150.5434,20.514,66.51,22.34
2016-10-04 00:00:00,28.25,24.179,149.445,20.754,66.6,21.973
2016-10-05 00:00:00,28.263,24.205,150.0372,20.705,67.69,21.734
2016-10-06 00:00:00,28.473,24.157,149.8461,20.74,67.87,21.623
2016-10-07 00:00:00,28.515,24.163,148.6904,20.723,68.11,21.348
2016-10-10 00:00:00,29.013,24.075,149.9799,20.555,68.64,21.483
2016-10-11 00:00:00,29.075,24.694,147.8498,21.146,68.31,22.142
2016-10-12 00:00:00,29.335,24.605,147.3723,21.136,68.13,22.138
2016-10-13 00:00:00,29.245,24.834,146.8278,21.231,67.74,22.188
2016-10-14 00:00:00,29.408,24.846,147.5251,21.323,67.52,22.43
2016-10-17 00:00:00,29.388,24.959,147.8307,21.253,67.17,22.229
2016-10-18 00:00:00,29.368,24.887,143.9623,20.659,67.7,21.945
2016-10-19 00:00:00,29.28,24.908,144.4781,20.626,68.35,21.26
2016-10-20 00:00:00,29.265,24.752,144.7264,20.634,68.26,21.276
2016-10-21 00:00:00,29.15,24.818,142.9212,20.629,68.49,21.138
2016-10-24 00:00:00,29.413,24.529,143.819,20.145,68.87,20.677
2016-10-25 00:00:00,29.563,24.091,144.1151,19.985,68.8,21.039
2016-10-26 00:00:00,28.898,23.785,145.0034,20.086,69.13,21.222
2016-10-27 00:00:00,28.62,24.069,146.4744,20.008,69.23,21.317
2016-10-28 00:00:00,28.43,24.27,145.7676,20.313,69.11,21.419
2016-10-31 00:00:00,28.385,24.287,146.7992,20.335,69.26,21.373
2016-11-01 00:00:00,27.873,24.846,145.9395,20.822,68.97,22.053
2016-11-02 00:00:00,27.898,24.991,145.1372,20.942,68.68,22.517
2016-11-03 00:00:00,27.458,25.285,145.5383,21.062,68.38,22.812
2016-11-04 00:00:00,27.21,25.43,145.5956,21.119,67.76,22.984
2016-11-07 00:00:00,27.603,24.918,148.7381,20.431,69.88,21.356
2016-11-08 00:00:00,27.765,24.669,148.2128,20.441,70.03,21.164
2016-11-09 00:00:00,27.72,24.561,147.8689,20.466,73.25,20.713
2016-11-10 00:00:00,26.948,25.007,153.0364,20.355,76.65,20.919
2016-11-11 00:00:00,27.108,24.908,154.0393,20.333,76.69,21.388
2016-11-14 00:00:00,26.428,25.524,151.1165,20.601,79.51,22.595
2016-11-15 00:00:00,26.778,25.006,151.5559,20.421,79.36,22.967
2016-11-16 00:00:00,27.498,24.151,152.1481,20.455,77.4,24.952
2016-11-17 00:00:00,27.488,24.299,152.6352,20.282,78.02,25.257
2016-11-18 00:00:00,27.515,24.279,153.1988,20.403,77.71,25.35
2016-11-21 00:00:00,27.933,23.741,155.472,20.191,78.05,25.058
2016-11-22 00:00:00,27.95,23.554,155.3765,20.17,78.53,24.615
2016-11-23 00:00:00,27.808,23.754,154.7175,20.37,78.86,24.366
2016-11-25 00:00:00,27.948,23.798,155.8255,20.046,78.83,24.283
2016-11-28 00:00:00,27.893,24.006,157.1436,20.121,78.32,24.208
2016-11-29 00:00:00,27.865,24.174,156.198,20.274,78.92,24.036
2016-11-30 00:00:00,27.63,24.283,154.9467,20.399,80.17,23.953
2016-12-01 00:00:00,27.373,24.485,152.6543,20.844,81.79,24.349
2016-12-02 00:00:00,27.475,24.226,152.8453,21.091,81.6,24.135
2016-12-05 00:00:00,27.278,24.095,152.6734,20.93,83.26,23.94
2016-12-06 00:00:00,27.488,23.921,153.1605,21.002,83.69,23.723
2016-12-07 00:00:00,27.758,23.789,157.4015,20.656,84.07,24.153
2016-12-08 00:00:00,28.03,23.819,157.9459,20.84,85.12,24.158
2016-12-09 00:00:00,28.488,24.33,159.0539,21.065,85.49,23.734
2016-12-12 00:00:00,28.325,24.405,158.0796,21.18,84.73,23.728
2016-12-13 00:00:00,28.798,24.276,160.7445,21.255,84.76,23.527
2016-12-14 00:00:00,28.798,24.548,160.9547,21.336,84.73,24.037
2016-12-15 00:00:00,28.955,24.122,160.4867,21.274,86,23.972
2016-12-16 00:00:00,28.993,23.943,159.2545,21.152,84.94,23.768
2016-12-19 00:00:00,29.16,23.798,159.2067,20.982,85.43,23.414
2016-12-20 00:00:00,29.238,23.83,160.0855,20.794,86.53,23.771
2016-12-21 00:00:00,29.265,23.94,159.8276,20.927,86.75,23.805
2016-12-22 00:00:00,29.073,24.338,159.5697,21.307,86.89,23.912
2016-12-23 00:00:00,29.13,24.174,159.2354,21.374,87.05,24.026
2016-12-27 00:00:00,29.315,24.19,159.6461,21.256,87.13,23.933
2016-12-28 00:00:00,29.19,24.464,158.7387,21.305,86.5,24.046
2016-12-29 00:00:00,29.183,24.477,159.1303,21.292,85.89,24.48
2016-12-30 00:00:00,28.955,24.608,158.5477,21.562,86.29,24.6
2017-01-03 00:00:00,29.038,24.457,159.6939,21.284,87.23,24.034
2017-01-04 00:00:00,29.005,24.113,161.6711,21.059,86.91,23.67
2017-01-05 00:00:00,29.153,23.994,161.1362,20.998,86.11,23.841
2017-01-06 00:00:00,29.478,23.692,161.929,20.99,86.12,23.585
2017-01-09 00:00:00,29.748,23.517,160.1332,21.142,86.18,23.544
2017-01-10 00:00:00,29.778,23.516,158.0987,21.252,86.43,23.756
2017-01-11 00:00:00,29.938,23.973,160.2288,21.138,87.08,24.084
2017-01-12 00:00:00,29.813,23.974,160.4198,21.156,86.24,24.313
2017-01-13 00:00:00,29.76,23.792,159.8371,21.296,86.7,23.819
2017-01-17 00:00:00,30,23.602,160.3625,21.162,83.55,24.777
2017-01-18 00:00:00,29.998,23.496,159.3214,21.016,83.94,24.279
2017-01-19 00:00:00,29.945,23.597,159.3309,20.864,83.3,24.153
2017-01-20 00:00:00,30,23.153,162.9032,19.82,83.67,23.438
2017-01-23 00:00:00,30.02,23.397,163.3617,19.821,83.71,23.374
2017-01-24 00:00:00,29.993,23.341,168.0133,19.944,84.72,22.967
2017-01-25 00:00:00,30.47,22.458,170.2962,19.545,86.03,22.69
2017-01-26 00:00:00,30.485,22.497,170.6496,19.66,86.75,22.307
2017-01-27 00:00:00,30.488,22.357,169.3506,19.613,86.93,22.302
2017-01-30 00:00:00,30.408,22.82,167.9178,19.903,86.03,22.69
2017-01-31 00:00:00,30.338,23.063,166.6952,19.933,84.63,23.025
2017-02-01 00:00:00,32.188,22.513,166.4755,19.756,84.95,23.079
2017-02-02 00:00:00,32.133,22.38,166.7525,19.731,84.59,23.276
2017-02-03 00:00:00,32.27,22.112,167.9369,19.638,87.18,22.871
2017-02-06 00:00:00,32.572,22.229,167.9751,19.665,86.77,22.924
2017-02-07 00:00:00,32.883,22.514,170.4586,19.337,86.72,22.987
2017-02-08 00:00:00,33.01,22.433,168.2712,19.417,85.96,23.274
2017-02-09 00:00:00,33.105,22.366,169.2646,19.311,87.2,23.057
2017-02-10 00:00:00,33.03,22.567,170.6687,19.44,87,22.823
2017-02-13 00:00:00,33.323,22.761,171.3182,19.509,88.15,23.019
2017-02-14 00:00:00,33.755,22.892,172.0537,19.455,89.56,22.927
2017-02-15 00:00:00,33.878,22.894,173.5342,19.298,90.59,22.622
2017-02-16 00:00:00,33.836,23.019,173.2954,18.941,90.53,22.81
2017-02-17 00:00:00,33.93,22.921,172.5695,19.076,90.23,22.804
2017-02-21 00:00:00,34.175,23.01,172.1779,19.066,91.01,22.514
2017-02-22 00:00:00,34.278,23.012,173.028,19.231,91.06,22.697
2017-02-23 00:00:00,34.133,23.034,173.5055,19.164,91.13,22.987
2017-02-24 00:00:00,34.165,22.999,173.219,19.428,90.33,23.144
2017-02-27 00:00:00,34.233,22.956,171.3564,19.446,90.43,23.189
2017-02-28 00:00:00,34.248,23.2,171.7576,19.528,90.62,23.168
2017-03-01 00:00:00,34.948,23.494,173.7921,19.364,93.6,22.668
2017-03-02 00:00:00,34.74,23.636,172.4358,19.543,92.14,23.204
2017-03-03 00:00:00,34.945,23.523,171.9773,19.479,92.8,22.951
2017-03-06 00:00:00,34.835,23.373,172.3784,19.445,91.92,23.173
2017-03-07 00:00:00,34.88,23.198,172.2925,19.383,91.41,23.039
2017-03-08 00:00:00,34.75,23.198,171.4042,19.273,91.21,23.103
2017-03-09 00:00:00,34.67,22.951,169.236,19.639,91.57,23.042
2017-03-10 00:00:00,34.785,22.731,169.8568,19.374,91.28,22.855
2017-03-13 00:00:00,34.8,22.5,168.5482,19.426,91.36,22.785
2017-03-14 00:00:00,34.748,22.56,167.8414,19.555,91.51,22.816
2017-03-15 00:00:00,35.115,22.51,167.9274,19.418,91.73,22.527
2017-03-16 00:00:00,35.173,22.586,169.2933,19.151,91.64,21.681
2017-03-17 00:00:00,34.998,22.531,167.7746,19,90.68,21.743
2017-03-20 00:00:00,35.365,22.151,167.8223,18.835,90.03,21.811
2017-03-21 00:00:00,34.96,22.685,166.0839,19.098,87.39,22.636
2017-03-22 00:00:00,35.355,22.487,166.9436,18.897,87.53,22.062
2017-03-23 00:00:00,35.23,22.229,166.9818,18.616,87.39,21.916
2017-03-24 00:00:00,35.16,21.833,166.0362,18.456,87.29,22.078
2017-03-27 00:00:00,35.22,22.242,165.9788,18.542,87.24,21.851
2017-03-28 00:00:00,35.95,21.908,166.6857,18.412,88.6,21.612
2017-03-29 00:00:00,36.03,22.282,166.1412,18.337,88.27,21.508
2017-03-30 00:00:00,35.983,22.29,166.0648,18.17,89.03,21.334
2017-03-31 00:00:00,35.915,22.519,166.3323,18.218,87.84,21.386
2017-04-03 00:00:00,35.925,22.704,166.6761,17.982,87.52,21.815
2017-04-04 00:00:00,36.193,22.569,166.6952,18.13,87.31,21.569
2017-04-05 00:00:00,36.005,22.736,165.1288,18.275,86.19,22.111
2017-04-06 00:00:00,35.915,22.715,164.718,18.081,86.48,21.863
2017-04-07 00:00:00,35.835,22.654,164.4219,18.393,86.18,21.87
2017-04-10 00:00:00,35.793,22.537,163.5241,18.476,85.88,22.065
2017-04-11 00:00:00,35.408,22.726,162.9319,18.803,85.73,22.499
2017-04-12 00:00:00,35.45,22.655,163.0083,18.549,85.4,22.545
2017-04-13 00:00:00,35.263,22.642,161.929,18.511,84.4,22.064
2017-04-17 00:00:00,35.458,22.526,163.4286,18.653,85.86,21.521
2017-04-18 00:00:00,35.3,22.508,162.4256,18.184,85.16,21.769
2017-04-19 00:00:00,35.17,22.511,154.4405,18.033,84.46,21.557
2017-04-20 00:00:00,35.61,22.156,155.0231,17.686,85.55,20.881
2017-04-21 00:00:00,35.568,22.178,153.1892,17.526,84.52,21.144
2017-04-24 00:00:00,35.91,21.867,153.5426,17.232,87.5,20.256
2017-04-25 00:00:00,36.133,21.704,153.1988,16.927,88.26,19.842
2017-04-26 00:00:00,35.92,21.794,152.8835,17.185,88.43,19.891
2017-04-27 00:00:00,35.948,21.792,153.1319,17.104,87.61,19.942
2017-04-28 00:00:00,35.913,21.7,153.1032,16.926,87,19.975
2017-05-01 00:00:00,36.645,21.813,151.7182,16.399,87.06,20.002
2017-05-02 00:00:00,36.878,21.714,151.9666,16.129,86.5,20.119
2017-05-03 00:00:00,36.765,21.513,151.5177,16.341,87,20
2017-05-04 00:00:00,36.633,21.316,151.9188,16.295,87.1,20.014
2017-05-05 00:00:00,37.24,21.229,148.0982,16.754,87,19.848
2017-05-08 00:00:00,38.253,21.416,146.1687,17.231,87.1,19.746
2017-05-09 00:00:00,38.498,21.831,145.29,17.472,86.75,20.033
2017-05-10 00:00:00,38.315,22.13,144.4686,17.46,87.43,19.784
2017-05-11 00:00:00,38.488,22.299,143.8955,17.706,87.16,20.385
2017-05-12 00:00:00,39.025,22.685,143.628,17.886,86.92,20.182
2017-05-15 00:00:00,38.925,22.988,144.7169,17.785,87.34,20.227
2017-05-16 00:00:00,38.868,23.185,146.7896,18.307,87.61,20.237
2017-05-17 00:00:00,37.563,23.975,144.1629,18.694,84.27,21.689
2017-05-18 00:00:00,38.135,24.165,144.0196,18.882,83.96,21.638
2017-05-19 00:00:00,38.265,24.242,145.1658,18.831,84.78,21.273
2017-05-22 00:00:00,38.498,24.231,145.7962,18.867,84.7,20.956
2017-05-23 00:00:00,38.45,24.092,145.2136,19.246,85.76,20.806
2017-05-24 00:00:00,38.335,23.829,145.6721,19.12,85.71,20.806
2017-05-25 00:00:00,38.468,23.195,146.3311,19.009,85.35,20.728
2017-05-26 00:00:00,38.403,22.746,145.653,19.032,85.36,20.685
2017-05-30 00:00:00,38.418,22.815,144.927,19.231,83.9,21.09
2017-05-31 00:00:00,38.19,23.134,145.7867,19.114,82.15,20.396
2017-06-01 00:00:00,38.295,22.827,145.8249,19.222,83.06,20.579
2017-06-02 00:00:00,38.863,22.666,145.2327,19.173,82.64,20.724
2017-06-05 00:00:00,38.483,22.677,145.5765,19.232,82.79,20.624
2017-06-06 00:00:00,38.613,22.972,145.5383,19.046,82.96,20.959
2017-06-07 00:00:00,38.843,22.722,144.2107,19.024,83.91,20.888
2017-06-08 00:00:00,38.748,22.801,145.2804,18.988,84.95,20.769
2017-06-09 00:00:00,37.245,23.458,147.1908,19.45,86.96,20.914
2017-06-12 00:00:00,36.355,23.065,148.2223,19.227,86.98,20.977
2017-06-13 00:00:00,36.648,23.053,147.334,18.835,87.27,20.634
2017-06-14 00:00:00,36.29,23.232,146.9138,18.961,87.09,20.7
2017-06-15 00:00:00,36.073,23.324,147.3054,19.011,86.57,20.869
2017-06-16 00:00:00,35.568,23.351,148.4134,18.908,86.18,20.644
2017-06-19 00:00:00,36.585,22.994,147.8976,19.024,88.07,20.765
2017-06-20 00:00:00,36.253,23.129,148.0027,19.096,87.52,21.025
2017-06-21 00:00:00,36.468,23.213,146.8947,19.04,87.12,21.205
2017-06-22 00:00:00,36.408,23.098,147.4773,18.955,87.02,21.423
2017-06-23 00:00:00,36.57,22.855,147.2003,18.784,86.86,21.366
2017-06-26 00:00:00,36.455,23.184,148.2701,18.838,87.24,21.204
2017-06-27 00:00:00,35.933,23.713,147.8116,19.079,88.05,21.319
2017-06-28 00:00:00,36.458,23.378,148.3561,18.98,89.82,21.056
2017-06-29 00:00:00,35.92,23.461,147.2194,19.338,91.15,20.851
2017-06-30 00:00:00,36.005,23.349,146.9329,19.14,91.4,20.375
2017-07-03 00:00:00,35.875,23.555,148.6044,19.053,92.75,20.556
2017-07-05 00:00:00,36.023,23.81,146.7801,19.127,93.68,20.628
2017-07-06 00:00:00,35.683,24.02,145.5288,19.323,93.38,21.088
2017-07-07 00:00:00,36.045,23.683,146.0828,19.086,93.85,20.981
2017-07-10 00:00:00,36.265,23.883,146.5413,18.944,93.19,20.901
2017-07-11 00:00:00,36.383,23.823,146.3216,19.061,92.83,21.086
2017-07-12 00:00:00,36.435,23.581,146.8087,19.06,92.51,20.722
2017-07-13 00:00:00,36.943,23.66,146.7418,18.982,93.1,20.669
2017-07-14 00:00:00,37.26,23.258,147.3245,18.925,92.25,20.423
2017-07-17 00:00:00,37.39,23.376,146.1496,18.814,91.39,20.111
2017-07-18 00:00:00,37.52,23.485,147.0953,18.877,91.07,20.198
2017-07-19 00:00:00,37.755,23.663,140.9153,17.891,91.2,19.534
2017-07-20 00:00:00,37.585,23.721,141.0395,17.915,91.2,19.446
2017-07-21 00:00:00,37.568,23.54,140.4855,17.813,90.89,19.313
2017-07-24 00:00:00,38.023,24.088,139.4444,17.8,91.28,19.255
2017-07-25 00:00:00,38.185,23.881,139.6354,17.68,92.8,19.114
2017-07-26 00:00:00,38.365,23.871,138.8426,17.612,91.93,19.371
2017-07-27 00:00:00,37.64,23.993,138.5656,17.631,91.55,19.453
2017-07-28 00:00:00,37.375,23.845,137.8206,17.466,91.28,19.138
2017-07-31 00:00:00,37.183,23.959,138.1836,17.542,91.8,19.103
2017-08-01 00:00:00,37.513,23.55,138.7853,17.326,93.03,19.116
2017-08-02 00:00:00,39.285,23.413,137.9734,17.431,93.11,19.051
2017-08-03 00:00:00,38.893,23.738,138.4415,17.375,92.5,19.026
2017-08-04 00:00:00,39.098,23.809,138.6516,17.415,93.66,19.467
2017-08-07 00:00:00,39.703,23.655,137.0374,17.371,94.02,19.661
2017-08-08 00:00:00,40.02,24.202,135.7384,17.823,93.68,19.701
2017-08-09 00:00:00,40.265,24.135,135.4136,17.84,93.53,20.294
2017-08-10 00:00:00,38.83,25.42,135.4805,18.441,92.19,20.956
2017-08-11 00:00:00,39.37,25.544,135.4805,18.255,91.42,21.146
2017-08-14 00:00:00,39.963,24.579,135.9389,17.664,92.49,20.349
2017-08-15 00:00:00,40.4,24.947,135.7001,17.819,92.73,20.39
2017-08-16 00:00:00,40.238,24.662,136.1109,17.666,92.09,20.105
2017-08-17 00:00:00,39.465,26.098,134.3916,18.172,90.65,21.405
2017-08-18 00:00:00,39.375,25.819,133.4364,18.137,90.74,20.839
2017-08-21 00:00:00,39.303,25.647,134.0382,17.949,90.63,20.747
2017-08-22 00:00:00,39.945,25.761,134.6877,17.698,91.56,20.466
2017-08-23 00:00:00,39.995,25.594,135.767,17.788,91.67,20.836
2017-08-24 00:00:00,39.818,25.759,136.5311,17.97,91.52,20.796
2017-08-25 00:00:00,39.965,25.468,137.2953,17.89,91.89,20.626
2017-08-28 00:00:00,40.368,25.397,136.1204,17.833,91.6,20.797
2017-08-29 00:00:00,40.728,25.29,136.7222,17.891,91.1,20.68
2017-08-30 00:00:00,40.838,25.205,136.1682,17.906,91.31,20.525
2017-08-31 00:00:00,41,24.976,136.6171,17.809,90.89,20.947
2017-09-01 00:00:00,41.013,24.912,137.62,17.734,91.7,20.595
2017-09-05 00:00:00,40.52,24.998,136.6267,18.052,89.51,21.281
2017-09-06 00:00:00,40.478,24.87,137.3717,18.046,90.11,20.785
2017-09-07 00:00:00,40.315,24.83,136.4929,18.102,88.53,21.244
2017-09-08 00:00:00,39.658,25.24,136.0631,18.288,88.42,21.077
2017-09-11 00:00:00,40.375,25.032,138.3651,17.956,89.79,20.466
2017-09-12 00:00:00,40.215,24.526,139.2247,17.964,90.89,20.259
2017-09-13 00:00:00,39.913,24.739,139.4444,18.172,91.15,20.063
2017-09-14 00:00:00,39.57,24.528,139.0146,18.309,90.97,20.323
2017-09-15 00:00:00,39.97,24.611,138.3269,18.49,91.62,20.54
2017-09-18 00:00:00,39.668,24.736,138.069,18.507,92.92,20.596
2017-09-19 00:00:00,39.683,24.609,137.9161,18.258,93.94,20.233
2017-09-20 00:00:00,39.018,25.034,139.3393,18.383,94.6,20.182
2017-09-21 00:00:00,38.348,25.174,138.7471,18.066,95.03,19.976
2017-09-22 00:00:00,37.973,24.97,138.623,18.083,94.83,20.12
2017-09-25 00:00:00,37.638,25.657,139.3298,18.274,94.12,20.175
2017-09-26 00:00:00,38.285,25.443,139.9888,18.243,93.7,20.442
2017-09-27 00:00:00,38.558,25.371,139.1292,18.356,95.18,20.17
2017-09-28 00:00:00,38.32,25.472,139.1292,18.238,95.38,19.921
